article_name,nb_in_unfinished_paths,nb_in_finished_paths,nb_links,views
Thomas Aquinas,7,25,48,81328.06796116506
Thomas Becket,6,24,26,46474.65048543689
Thomas Cranmer,4,12,34,22119.427184466018
Thomas Edison,14,64,39,234156.21359223302
Thomas Gainsborough,3,8,22,11280.388349514564
Thomas Hobbes,4,27,56,60174.446601941745
Thomas Jefferson,32,78,92,280439.4854368932
Thomas Malthus,8,15,40,3476.6990291262136
Thomas More,4,10,51,82641.01941747573
Thomas Pynchon,0,4,52,36728.36893203884
Thomas Samuel Kuhn,3,8,9,720.1165048543689
Thor,35,52,129,103359.54368932039
Thorax,8,23,14,20766.766990291264
Thorium,8,43,59,34762.90291262136
Thrasybulus,5,10,9,1408.5339805825242
Three Gorges Dam,10,13,19,67851.85436893204
Three Laws of Robotics,9,14,15,43198.796116504855
Three Mile Island accident,0,0,12,92432.47572815535
Thrush (bird),2,3,14,9926.417475728156
Thucydides,4,25,25,31201.582524271846
Thulium,3,16,25,7959.446601941748
Thunderstorm,21,45,26,35722.19417475728
Tiananmen Square protests of 1989,8,24,34,79223.26213592233
Tibet,26,72,91,123458.22330097087
Tide,28,105,52,47612.95145631068
Tiger,28,85,109,208690.91262135922
Tiger Woods,12,26,18,328641.8349514563
Tiger shark,10,41,25,40798.679611650485
Tigris,8,33,38,21182.95145631068
Tijuana,11,27,21,39186.74757281553
Tiktaalik,3,4,13,11978.155339805826
Tim Berners-Lee,15,36,18,98841.26213592233
Tim Henman,4,13,38,21456.660194174758
Timbuktu,7,15,36,63357.1067961165
Time,84,165,538,112377.5145631068
Time zone,40,156,390,127080.46601941748
Timeline of discovery of solar system planets and their natural satellites,1,12,19,28.737864077669904
Timken 1111,6,2,4,568.9320388349514
Timur,3,19,62,96230.68932038835
Tin,7,58,219,63743.82524271845
Tin(II) chloride,2,8,19,6635.660194174758
Tin whistle,6,23,22,10668.728155339806
Tiridates I of Armenia,0,0,3,1738.106796116505
Titanium,16,60,118,83655.97087378641
Titanosauridae,0,0,39,197.49514563106797
To Kill a Mockingbird,2,2,7,173981.70873786407
Tobacco,37,131,173,60542.8640776699
Tobacco smoking,31,83,65,23321.68932038835
Tofu,33,28,40,72759.04854368932
Togo,6,18,84,61561.77669902913
Tokelau,2,16,35,28166.0
Tokyo,30,104,114,205748.1067961165
Toluene,3,14,14,52687.970873786406
Tom and Jerry (MGM),4,12,21,182.6504854368932
Tone cluster,0,0,3,3013.640776699029
Tonga,11,20,65,103894.85436893204
Tony Blair,15,99,131,164406.6796116505
Tooth development,7,31,20,1555.4368932038835
Tooth enamel,7,28,14,18386.320388349515
Top of the Pops,4,16,24,21978.757281553397
Topology,9,24,26,41361.90291262136
Toraja,0,0,27,6147.359223300971
Tornado,21,66,72,94024.66019417475
Toronto,21,51,122,211516.74757281554
Tottenham Hotspur F.C.,6,12,21,290094.33980582526
Tour de France,16,58,32,106540.79611650485
Tourette syndrome,15,24,18,100859.99029126213
Tourism,80,98,210,71972.54368932039
Tower Bridge,9,37,17,51797.038834951454
Tower of London,13,67,81,83315.04854368932
Toy,56,89,58,20202.106796116506
Toy Story,18,66,9,113351.50485436893
Trabancos River,0,0,26,36.970873786407765
Trade and usage of saffron,0,0,47,33.0
Trade union,20,41,67,50093.961165048546
Trafalgar Square,7,29,52,36501.601941747576
Train,33,96,84,42450.64077669903
Trans-Siberian Railway,3,17,21,40691.553398058255
Transit of Venus,9,20,40,9732.873786407767
Transport,57,98,91,51678.8932038835
Trapdoor spider,2,19,7,3729.669902912621
Treasure Island,6,10,21,64564.922330097084
Treaty of Devol,0,0,13,809.6116504854369
Treaty of Versailles,18,64,58,117416.14563106796
Tree,85,423,195,91824.85436893204
Tree Sparrow,5,22,20,106.06862745098039
Tree frog,7,25,13,8481.844660194174
Treecreeper,0,0,13,2135.9126213592235
Trench warfare,3,57,68,40303.796116504855
Triassic,20,65,60,32608.504854368934
Triathlon,7,7,15,55689.398058252424
Tribe,37,55,42,25940.55339805825
Triceratops,6,45,30,40894.04854368932
Trichinosis,3,20,9,23378.427184466018
Triggerplant,0,0,14,131.36893203883494
Trigonometric function,9,31,22,4141.165048543689
Trigonometry,7,82,43,57677.35922330097
Trimurti,5,15,8,26388.660194174758
Trinidad and Tobago,16,28,115,126258.36893203884
Trinity,16,33,107,80957.77669902913
"Trinity College, Cambridge",8,22,45,31027.97087378641
Trinity test,1,21,18,9115.844660194174
Tripitaka,1,12,11,1332.6601941747572
Tripoli,7,46,45,25034.038834951458
Triumph of the Will,0,11,29,19217.64077669903
Trobairitz,0,0,2,1637.1844660194174
Trojan War,110,225,61,113532.99029126213
Troodon,5,17,16,10062.582524271844
Troop sleeper,3,14,7,766.7087378640776
Tropical Storm Allison,1,10,21,5917.116504854369
Tropical Storm Ana (2003),4,8,9,522.6504854368932
Tropical Storm Bilis (2006),0,0,13,25.401960784313726
Tropical Storm Bonnie (2004),1,7,28,1103.7281553398059
Tropical Storm Chris (2006),0,0,20,196.61165048543688
Tropical Storm Danielle (1992),0,0,4,301.873786407767
Tropical Storm Delta (2005),4,6,9,866.3300970873786
Tropical Storm Franklin (2005),6,6,9,381.79411764705884
Tropical Storm Harvey (2005),4,6,6,173.16666666666666
Tropical Storm Henri (2003),5,2,13,689.0388349514564
Tropical Storm Isabel (1985),0,0,13,83.02912621359224
Tropical Storm Larry (2003),1,1,9,189.2621359223301
Tropical Storm Lee (2005),6,11,7,70.50980392156863
Tropical Storm Leslie (2000),6,3,10,299.19417475728153
Tropical Storm Matthew (2004),2,4,9,460.4660194174757
Tropical Storm Odette (2003),2,8,14,342.07766990291265
Tropical Storm Vamei,0,0,6,2016.2524271844661
Tropical Storm Zeta (2005),4,11,5,1031.4271844660195
Tropical cyclone,96,308,184,92413.57281553397
Tropics,62,140,63,33845.69902912621
Trout,15,62,28,29220.242718446603
Trumpet,10,58,42,35734.99029126213
Tsar Bomba,5,17,13,145227.58252427186
Tsunami,33,98,99,115857.03883495145
Tuatara,4,19,20,30270.85436893204
Tuberculosis,24,78,105,242800.87378640776
Tufted Duck,5,8,15,247.2233009708738
Tuna,41,97,29,51883.70873786408
Tungsten,8,38,67,78115.25242718446
Tunis,7,22,161,27268.09708737864
Tunisia,21,58,124,151847.8932038835
Tupac Shakur,8,34,22,554031.3980582524
Turin,2,29,131,59733.93203883495
Turkey,65,205,444,456154.359223301
Turkey (bird),21,56,23,47517.94174757282
Turkish Republic of Northern Cyprus,4,16,34,4447.757281553398
Turkish literature,1,3,29,2788.766990291262
Turkmenistan,10,40,85,127402.79611650485
Turks and Caicos Islands,7,14,42,93205.213592233
Turmeric,8,39,51,114170.31067961165
Turner syndrome,0,0,3,72386.64077669903
Turquoise,7,15,59,38490.087378640776
Turtle,44,88,41,81976.55339805825
Tutsi,5,11,22,29929.66990291262
Tuvalu,8,16,55,76160.69902912622
Tycho Brahe,13,25,53,36613.8640776699
Typewriter,11,25,12,37552.06796116505
Typhoon Ewiniar (2006),0,1,12,272.6019417475728
Typhoon Saomai (2006),0,3,11,28.990291262135923
Tyrannosaurus,15,77,72,114649.81553398058
U.S. Navy Marine Mammal Program,5,12,10,1578.2718446601941
U.S. Open (tennis),25,33,27,919.3883495145631
U.S. Route 66,5,2,16,111817.7281553398
U.S. state,172,277,141,333342.33009708737
U2,21,52,54,168308.5922330097
USS Wisconsin (BB-64),0,0,49,20257.514563106797
Ubuntu (Linux distribution),9,12,12,498.20388349514565
Uffington White Horse,0,0,8,14059.660194174758
Uganda,17,71,241,135623.3203883495
Ukraine,26,94,239,525699.0776699029
Ukulele,0,5,20,46964.087378640776
Ulawun,1,12,4,1672.5436893203882
Ultimatum game,4,16,9,7670.834951456311
Ultraviolet,29,119,119,78334.35922330097
Uluru,3,2,5,57867.970873786406
Ulysses S. Grant,10,43,59,190910.5436893204
Umbrella Cockatoo,0,0,6,188.70873786407768
Underground (stories),0,0,0,312.77669902912623
Union Flag,8,14,43,10065.485436893205
Union Station (San Diego),8,5,19,237.89320388349515
United Arab Emirates,22,157,77,376500.7378640777
United Kingdom,1251,3655,2525,949356.0291262136
United Kingdom national football team,1,3,17,4433.504854368932
United Malays National Organisation,1,12,20,13975.601941747573
United Nations,301,975,444,310999.58252427186
United States,3161,8482,3321,1542108.2233009709
United States Bill of Rights,16,48,38,107889.53398058252
United States Congress,28,83,108,148451.55339805825
United States Constitution,71,216,128,115517.14563106796
United States Declaration of Independence,43,150,38,181530.79611650485
United States House of Representatives,29,61,113,226777.82524271845
United States Numbered Highways,4,1,11,8006.9514563106795
United States Senate,32,68,84,3438179.330097087
United States Virgin Islands,16,26,46,91084.25242718446
United States dollar,73,148,224,229574.0
United for Peace and Justice,0,0,14,419.0194174757282
Universe,88,324,82,144699.38834951457
University,66,152,565,53002.388349514564
University of Bristol,6,24,35,17247.825242718445
University of Cambridge,65,212,123,96913.23300970874
University of Chicago,38,60,64,53873.7572815534
University of Texas at Austin,4,15,17,53010.679611650485
Unix,25,85,42,223569.46601941748
Ununbium,7,25,21,173.38834951456312
Ununhexium,5,29,20,210.48543689320388
Ununoctium,6,35,21,7520.349514563107
Ununpentium,3,16,24,6157.038834951456
Ununquadium,5,20,20,197.84466019417476
Ununtrium,6,25,21,4255.514563106796
Upsilon Andromedae,4,29,79,1343.1941747572816
Upsilon Andromedae b,6,13,17,519.9514563106796
Upsilon Andromedae c,2,12,17,320.4660194174757
Upsilon Andromedae d,2,17,19,553.7087378640776
Uranium,26,226,120,78961.83495145632
Uranus,15,69,51,112350.49514563107
Urial,3,10,10,4470.825242718447
Ursuline Convent Riots,0,0,3,232.02912621359224
Uruguay,10,47,81,138825.61165048543
Utilitarianism,6,25,29,76192.39805825242
Utrecht (city),2,12,29,3402.330097087379
Uzbekistan,8,37,102,167149.33009708737
Vacutainer,0,0,0,12056.679611650485
Valparaíso,4,2,16,15866.213592233009
Vampire,21,62,88,106969.40776699029
Vampire bat,9,43,15,23124.29126213592
Van Halen,10,27,12,124970.64077669903
Vanadium,4,21,65,33607.23300970874
Vancouver,18,67,74,157062.7572815534
Vanilla,21,48,41,46832.3786407767
Vanuatu,5,17,65,88575.43689320388
Varanasi,4,20,34,76182.15533980583
Vasco da Gama,7,16,39,84694.83495145632
Vatican City,38,99,100,169484.82524271845
Vegetable,73,347,68,62916.3786407767
Vegetation,18,54,25,16522.93203883495
Velociraptor,18,109,40,70746.96116504855
Venezuela,20,99,146,214174.88349514562
Venn diagram,5,6,9,46836.57281553398
Venus,23,153,152,164022.55339805825
Venus and Adonis (opera),1,10,12,780.5436893203884
Vernon Kell,0,0,7,1037.4466019417475
Vertebrate,168,255,61,46660.669902912625
Vestigial structure,3,9,17,554.7087378640776
Vicia faba,6,18,21,31548.47572815534
Victor Hugo,10,12,43,81178.7572815534
"Victoria, Seychelles",2,8,15,10840.485436893205
Victoria Cross,5,13,40,46835.11650485437
Victoria of the United Kingdom,29,97,127,8441.796116504855
Video,43,83,23,125251.8640776699
Vienna,17,70,162,135762.14563106795
Vietnam,28,187,320,307492.0970873786
Vietnam War,44,113,120,492660.98058252427
Viking,58,1182,140,21119.436893203885
Vinaya,5,14,21,4809.52427184466
Vincent van Gogh,12,48,47,298638.2912621359
Virgil,12,37,59,48103.98058252427
Virginian Railway,5,11,20,1688.116504854369
Virtuti Militari,4,6,34,3127.3009708737864
Virus,52,197,62,138060.3203883495
Visual arts,22,70,32,37313.53398058253
Vitamin,37,169,160,83375.11650485436
Vitamin C,36,142,68,77602.57281553397
Vitamin D,33,126,35,101553.97087378641
Vitus Bering,2,7,10,6072.194174757282
Vivien Leigh,14,16,40,120289.5145631068
Vladimir Lenin,14,57,87,224902.7281553398
Vodafone,7,13,96,216121.84466019418
Volcanic pipe,8,31,12,2364.3883495145633
Volcano,87,381,235,107869.60194174758
Vole,7,8,21,33228.90291262136
Volga River,4,20,31,20309.757281553397
Volleyball,11,38,43,135764.66990291263
Volt,10,43,96,35396.64077669903
Voltaire,15,33,68,102676.93203883494
Voting,12,52,22,17544.757281553397
Vowel,20,35,44,44763.35922330097
Voynich manuscript,2,2,46,75878.15533980583
Vulgar Latin,8,25,31,28941.087378640776
Vulture,5,14,35,39593.09708737864
W. Mark Felt,6,10,24,3875.7281553398057
WTA Tour Championships,1,22,12,2630.6893203883496
Wader,7,13,23,5555.398058252427
Waheguru,3,6,8,10072.388349514564
Wake Island,6,29,36,37630.59223300971
Wales,64,145,301,216042.38834951457
Wall Street,22,89,76,50010.45631067961
Wallaby,7,19,15,32261.35922330097
Wallis and Futuna,1,10,38,23413.223300970873
Walrus,16,37,24,54316.330097087375
Walt Disney,20,24,41,312095.1359223301
Walt Whitman,10,21,27,74318.23300970874
Walter Raleigh,2,9,32,59534.98058252427
Walter Scott,2,16,35,34499.95145631068
War,82,195,3613,65761.6504854369
War and Peace,5,14,25,96162.95145631068
War in Somalia (2006–present),3,3,15,177.9126213592233
War of the League of Cambrai,4,8,19,8808.57281553398
War of the Spanish Succession,8,22,39,46061.01941747573
Ward Cunningham,1,8,5,9808.533980582524
Warren G. Harding,2,16,47,124234.73786407767
Wars of Castro,0,0,9,790.6407766990292
Wars of the Roses,15,47,46,124587.93203883494
Warsaw,12,57,139,86100.7281553398
Warsaw Uprising (1794),0,0,4,631.5922330097087
Wasabi,10,45,32,54919.077669902916
"Washington, D.C.",90,193,240,331399.7087378641
Washington Metro,6,21,18,21677.466019417476
Washington streetcars,0,0,7,150.92233009708738
Wasp,12,44,23,67101.213592233
Waste management,7,24,41,68947.18446601942
Watch,20,50,53,40317.728155339806
Watchmen,9,23,25,93663.63106796116
Water,235,877,472,179824.99029126213
Water Buffalo,7,20,38,960.5145631067961
Water polo,10,8,15,24514.543689320388
Water purification,9,26,35,39107.388349514564
Water resources,12,37,23,39076.69902912621
Watercolor painting,3,24,19,17615.233009708736
Watling Street,2,9,19,10337.961165048544
Wave,65,120,66,35713.00970873787
Wave–particle duality,6,4,26,29112.93203883495
Wayne Rooney,9,42,17,243218.05825242717
Weakest Link,0,0,18,6628.368932038835
Weapon,16,128,54,23120.893203883494
Weasel,7,26,16,46406.8932038835
Weather,71,269,96,65126.0
Weather forecasting,4,29,14,22811.52427184466
Weather map,0,0,2,6299.291262135922
Weed,31,108,16,40084.52427184466
Weight training,6,16,15,19236.6213592233
Weimar Republic,8,18,59,105497.02912621359
Welding,15,58,69,47262.65048543689
Wellington,7,39,102,57452.88349514563
Welsh law,3,24,18,1956.1941747572816
Wernher von Braun,7,25,47,110946.89320388349
Wessex,9,30,39,52828.563106796115
West Bank,8,19,52,105970.30097087378
West Flemish,4,19,16,3431.669902912621
West Virginia,23,41,69,99803.98058252427
Western Front (World War I),8,20,36,41499.01941747573
Western Roman Empire,41,102,77,48638.66019417476
Western Sahara,23,59,81,71553.79611650485
Western painting,0,0,67,5885.844660194175
Westminster Abbey,22,69,131,85024.7572815534
Westminster System,4,22,40,938.7281553398059
Weston-super-Mare,2,9,15,15730.106796116504
Westport Country Playhouse,0,0,8,629.8058252427185
Weyauwega derailment,0,0,4,103.1747572815534
Weymouth,4,13,37,890.2718446601941
Weyto language,0,0,4,421.0388349514563
Whale,56,280,205,59998.36893203884
Whale shark,72,360,34,67275.59223300971
Whale song,5,16,16,447.86407766990294
Wheat,60,129,90,83226.50485436893
Where Did Our Love Go,4,10,3,3861.5825242718447
Whipworm,4,6,7,1938.6601941747572
White's Tree Frog,0,1,22,62.970873786407765
White-tailed Eagle,4,23,22,823.7087378640776
White Mountain art,0,2,1,860.9126213592233
White Wagtail,0,0,11,441.70873786407765
White cliffs of Dover,3,19,10,1067.5728155339805
Whitethroat,0,0,11,149.3495145631068
Whitney Joins The JAMs,0,0,4,202.79611650485438
Whooping Crane,5,10,8,369.99029126213594
Wigeon,0,0,15,2272.8446601941746
Wikimedia Foundation,9,18,19,180484.61165048543
Wikinews,4,17,16,8559.097087378641
Wikipedia,23,82,63,1588792.8252427184
Wikipedia Text of the GNU Free Documentation License,60,1,0,
Wikisource,5,12,6,25900.728155339806
Wikispecies,7,11,4,7432.514563106796
Wild cat,20,24,30,832.3495145631068
Wildebeest,12,34,65,32515.087378640776
Willem Barents,0,5,9,237.53398058252426
William Butler Yeats,6,24,36,6482.495145631068
William Edington,0,2,7,502.6796116504854
William Ewart Gladstone,5,15,60,32789.54368932039
William Gilbert,8,27,14,437.13592233009706
William Gladstone,2,3,44,2234.9320388349515
William Harvey,5,12,14,17746.893203883494
William Henry Harrison,3,13,29,112179.4854368932
William Hogarth,2,14,37,16184.95145631068
William Howard Taft,7,30,62,111062.97087378641
William III of England,12,45,81,113599.09708737864
William II of England,8,28,24,41711.82524271845
William IV of the United Kingdom,8,40,52,97712.7281553398
William I of England,9,41,50,8196.893203883496
William Mahone,0,9,13,2680.1747572815534
William McKinley,7,30,32,120335.63106796116
William N. Page,1,2,22,159.66990291262135
William Pitt the Younger,4,9,40,33126.6213592233
William Renshaw,1,14,7,2605.0388349514565
William Shakespeare,151,283,160,453027.1359223301
William Tecumseh Sherman,2,14,38,65387.436893203885
"William Thomson, 1st Baron Kelvin",4,9,58,18882.6213592233
William Wilberforce,8,9,32,44032.679611650485
William and Mary,8,28,12,9364.0
William the Silent,3,14,22,23196.281553398057
Wind,20,74,308,37956.66019417476
Windows 2000,11,47,19,24813.106796116506
Windows Vista,12,123,19,59643.17475728155
Windows XP,16,126,32,74790.33009708738
Windsor Castle,9,47,66,113693.05825242719
Wine,33,115,126,63514.33980582524
Winfield Scott (ship),0,0,10,140.5242718446602
Winfield Scott Hancock,5,3,13,11564.135922330097
Winston Churchill,29,135,183,610684.3883495146
Winston Tunnel,0,0,3,254.81553398058253
Winter,20,78,98,48460.912621359224
Witold Pilecki,1,8,20,23133.242718446603
Wolf Brother,0,0,5,2122.6893203883496
Wolfgang Amadeus Mozart,15,145,67,231041.88349514562
Wolverine,19,34,21,104502.81553398058
Wombat,11,38,15,60142.155339805824
Women's rights,11,26,38,42727.83495145631
Wood,42,265,397,43824.8932038835
Wood Pigeon,6,10,16,43.85294117647059
Wood fuel,0,10,19,6948.417475728155
Woodpecker,10,56,70,35001.04854368932
Woodrow Wilson,12,73,88,173040.15533980582
Woodruff,0,0,26,1313.2427184466019
Woodworking,7,30,15,15787.359223300971
WorkChoices,1,5,3,2148.7961165048546
Work (thermodynamics),1,2,9,10540.757281553399
Working poor,4,24,4,5705.553398058252
World Bank Group,4,10,24,23840.64077669903
World Health Organization,87,219,102,163244.9708737864
World Heritage Site,37,66,146,99860.88349514564
World Trade Organization,24,35,110,96614.786407767
World War I,200,533,1430,738105.9029126214
World War II,550,2176,870,853979.5631067961
World Wide Web,86,435,41,205986.3009708738
Worm,10,12,10,28135.242718446603
Wowpurchase,0,0,0,
Wren,5,4,65,14594.57281553398
Wrench,9,12,6,20328.864077669903
Wrestling,13,28,24,37981.679611650485
Wright brothers,8,37,10,129334.15533980583
Writing,44,79,36,39819.64077669903
Wyndham Robertson,0,0,6,393.90291262135923
X-Men  The Last Stand,0,0,13,
X Window System,8,37,25,34078.6213592233
X Window System protocols and architecture,0,0,5,1341.0970873786407
X Window core protocol,0,0,2,83.20388349514563
Xanadu House,0,8,14,268.5145631067961
Xenon,7,23,79,35092.58252427184
Yagan,2,3,20,3521.5533980582522
Yak,18,27,27,24390.611650485436
